Chemical Name;Chemical ID;CAS RN;Disease Name;Disease ID;Direct Evidence;Inference Network;Inference Score;Reference Count;;;;;;;;;;;
Dexamethasone;D003907;50-02-2;Arthritis, Rheumatoid;MESH:D001172;therapeutic;ABCB1|ABCC2|ABCC3|ABCC4|ABCC5|ABCG2|ACAN|ACKR3|ADIPOQ|AHR|ALOX5|ANXA3|ARID5B|ATIC|B3GNT2|B3GNT9|BAIAP2L1|BGN|BLK|BMP4|BMP6|CAT|CAV2|CCL8|CCN1|CCN2|CCR6|CD2|CD28|CD3E|CD40|CD5|CD83|CDK6|COL2A1|CP|CRP|CSF2|CTSD|CXCL2|CXCL6|CXCL8|CXCR4|CYBB|DDIT4|DDX6|DNASE1L3|ENO1|F2|FASLG|FKBP5|GART|GATA3|GRK6|GSDME|HDAC1|HLA-DPB1|HLA-DRB1|HSD11B1|IFNG|IGFBP3|IKZF3|IL10|IL18|IL1B|IL1RN|IL2RA|IL2RB|IL6|IL6R|IL6ST|IRF5|IRF8|LCN2|LHX2|LY96|MARCKS|MGARP|MIF|MMP12|MMP2|MPO|MTHFR|NCF1|NCF2|NDUFA4L2|NR4A3|PON1|PTGS1|PTGS2|PTPN2|PTPRC|PXK|RASGRP1|RCAN1|REL|RUNX1|RUNX2|SLC22A4|SMS|SOD2|STAT1|STAT4|TFPI2|TLE3|TNF|TNFAIP3|TNFRSF11B|TRAF1|TRAF6|TXNIP|TYK2|VEGFA;84.87;48;;;;;;;;;;;
Antirheumatic Agents;D018501;;Arthritis, Rheumatoid;MESH:D001172;therapeutic;ABCC3|ABCC4|ACAN|ALOX5|BCL2A1|CALD1|CAV2|CCL8|CCN2|CCR6|CD2|CD244|CD40|CD5|CD83|CIITA|COL2A1|CP|CXCL2|CXCL6|CXCL8|CXCR4|CYBB|DNASE1L3|ENO1|FASLG|FCGR2A|GART|GDF5|GPRC5A|GRK2|GRK6|HCLS1|HDAC1|HLA-DPB1|HLA-DRB1|IFNG|IKZF3|IL18|IL1B|IL1RN|IL23A|IL2RA|IL2RB|IL6|IL6ST|IRF5|IRF8|LY96|MIF|MTHFR|NCF2|NFKBIE|PLB1|PLEK|POU3F1|PTGS1|PTGS2|PTK2|PTPN2|PTPN22|PTPRC|RAB8A|RAP2A|RASGRP1|RBPJ|RCAN1|REL|RUNX1|SLC11A1|SLC22A4|SOD2|STAT1|TAGAP|TLE3|TLR2|TNF|TNFAIP2|TNFAIP3|TNFRSF14|TNFSF14;80.34;49;;;;;;;;;;;
Cyclophosphamide;D003520;50-18-0;Arthritis, Rheumatoid;MESH:D001172;therapeutic;ABCB1|ABCG2|ACKR3|BDKRB2|CAT|CCL8|CD2|CD28|CD3E|CD40|CD5|CD83|CRP|CSF2|CTSD|CXCL2|CXCL8|CXCR4|DDIT4|FASLG|FOXP3|GATA3|IFNG|IGFBP3|IL10|IL18|IL1B|IL1RN|IL23A|IL6|LCN2|LHX2|MARCKS|MIF|MMEL1|MPO|PON1|PTGS1|PTGS2|PTPRC|SOD2|STAT1|TLR2|TNF|TNFAIP3|TNFRSF14|TXNIP|VEGFA;79.10;38;;;;;;;;;;;
Azathioprine;D001379;446-86-6;Arthritis, Rheumatoid;MESH:D001172;therapeutic;ABCB1|ABCC2|ABCC3|ABCC4|ABCG2|ACKR3|ADORA2A|AGER|BAIAP2L1|BCL2A1|CCN1|CXCL2|CXCL8|CXCR4|GGH|GSDME|HLA-DRB1|HSD11B1|IFNG|IGFBP3|IL1B|IL1RN|IL23A|IL6|IL6R|LY96|MARCKS|MMP10|MMP12|NCF2|NDUFA4L2|NR4A3|PTGS2|SMS|SOD2|STAT1|STS|TLR2|TMPO|TNF|TNFAIP2|TXNIP;75.63;35;;;;;;;;;;;
Resveratrol;D000077185;;Arthritis, Rheumatoid;MESH:D001172;therapeutic;ABCB1|ABCC2|ABCC3|ABCC4|ABCC5|ABCG2|ACAN|ADIPOQ|ADORA2A|AGER|AHR|ALOX5|ANXA3|BCL2A1|BDKRB2|BGN|BMP4|BMP6|CALD1|CAT|CCL21|CCL8|CCN2|CCR6|CD28|CD3E|CD40|CDK6|COL2A1|CRP|CSF2|CTSD|CXCL2|CXCL6|CXCL8|CXCR4|CYBB|DDIT4|DHFR|ENO1|F2|FASLG|FKBP5|FOXP3|GART|GATA3|GGH|GPRC5A|HCLS1|HDAC1|HOXD11|HOXD13|HSD11B1|IFNG|IGFBP3|IL10|IL18|IL1B|IL1RN|IL23A|IL2RA|IL6|IL6ST|IRAK1|IRF8|LCN2|LHX2|MIF|MMP10|MMP2|MPO|NCF1|NCF2|NDUFA4L2|PLEK|PON1|PRKCQ|PSG5|PTGS1|PTGS2|PTK2|RAB8A|RAP2A|RASGRP1|RCAN1|REL|RUNX2|SOD2|STAT1|STAT4|TFPI2|TLE3|TLR2|TMPO|TNF|TNFAIP3|TNFRSF11B|TNFSF14|TRAF1|TRAF6|TXNIP|VEGFA;72.95;46;;;;;;;;;;;
Piroxicam;D010894;36322-90-4;Arthritis, Rheumatoid;MESH:D001172;therapeutic;ACKR3|ADORA2A|BCL2A1|CCN1|CCN2|CXCL2|CXCL8|CXCR4|DHFR|GSDME|HSD11B1|IL1RN|IL23A|IL6|MARCKS|MMP10|MMP2|MPO|NDUFA4L2|NR4A3|PTGS1|PTGS2|RAB8A|SLC25A12|SMS|SOD2|STAT4|STS|TLR2|TMPO|TNF|TXNIP|VEGFA;59.66;21;;;;;;;;;;;
Plant Extracts;D010936;;Arthritis, Rheumatoid;MESH:D001172;therapeutic;ABCB1|ABCC2|ABCG2|ACAN|ACKR3|ADIPOQ|ADORA2A|AHR|ATIC|BDKRB2|BGN|CAT|CCN1|CCN2|CCR6|CD3E|CD40|CDK6|COL2A1|CP|CRP|CSF2|CTSD|CXCL2|CXCL6|CXCL8|CYBB|FASLG|FOXP3|FPGS|GART|GATA3|GPRC5A|HCLS1|HDAC1|HOXD11|HOXD13|IFNG|IGFBP3|IL10|IL18|IL1B|IL1RN|IL23A|IL2RA|IL6|IRAK1|MIF|MMP10|MMP2|MPO|NCF1|NDUFA4L2|PLEK|PRKCQ|PSG5|PTGS1|PTGS2|PTK2|REL|RUNX2|SLC22A4|SOD2|STAT1|TLE3|TLR2|TMPO|TNF|TNFAIP2|TNFAIP3|TNFRSF11B|TNFSF14|TXNIP|TYK2|VEGFA;56.11;40;;;;;;;;;;;
Aspirin;D001241;50-78-2;Arthritis, Rheumatoid;MESH:D001172;therapeutic;ABCB1|ABCC4|ABCC5|ADORA2A|AHR|BMP6|CAT|CCN2|CXCL8|CYBB|F2|FASLG|HCLS1|HDAC1|HLA-DRB1|IFNG|IL10|IL18|IL1B|IL1RN|IL2RB|IL6|IL6ST|LCN2|MMP2|MPO|NCF1|NCF2|NR4A3|PON1|PTGS1|PTGS2|SOD2|TNF|TRAF6|TYK2|VEGFA;55.57;46;;;;;;;;;;;
Tacrolimus;D016559;109581-93-3;Arthritis, Rheumatoid;MESH:D001172;therapeutic;ABCB1|CAT|CCL8|CCN2|CD2|CD83|CP|CSF2|CXCL8|FASLG|FKBP5|GC|IFNG|IL1B|IL1RN|IL23A|IL2RA|IL6|IRAK1|LCN2|MPO|NFKBIE|PTGS2|REL|RUNX2|SOD2|TLR2|TNF|TNFRSF11B|VEGFA;51.27;28;;;;;;;;;;;
Vorinostat;D000077337;;Arthritis, Rheumatoid;MESH:D001172;therapeutic;ABCB1|ABCG2|ACKR3|ANXA3|ARID5B|BCL2A1|BMP4|CCN2|CD2|CD40|CDK6|COL2A1|CTSD|CXCL8|CXCR4|DDX6|DHFR|ENO1|F2|FASLG|FPGS|GATA3|GGH|GIN1|HAPLN1|HDAC1|IFNG|IL18|IL1B|IL6|IRAK1|ITGA6|LHX2|MGARP|MIF|MMP2|PON1|POU3F1|PTGS1|PTGS2|PXK|RCAN1|RGMB|SLC25A12|SOD2|TFPI2|TLR2|TMPO|TNF|TNFRSF11B|TRAF1|TXNIP|VEGFA;50.31;31;;;;;;;;;;;
chloroquine diphosphate;C023676;50-63-5;Arthritis, Rheumatoid;MESH:D001172;therapeutic;ACKR3|ADORA2A|BCL2A1|BMP6|CCN1|CXCL8|CXCR4|GSDME|IL1B|MARCKS|MMP10|NDUFA4L2|PTGS2|SOD2|TLR2|TNFAIP2|TXNIP;50.13;13;;;;;;;;;;;
Sulfasalazine;D012460;599-79-1;Arthritis, Rheumatoid;MESH:D001172;therapeutic;ABCC2|ABCG2|CAT|CSF2|CTLA4|CXCL8|IFNG|IGFBP3|IL10|IL18|IL1B|IL1RN|IL2RA|IL6|MMP2|MPO|MTHFR|PRDM1|PTGS2|RASGRP1|TLR2|TNF|TNFRSF11B|TRAF6;49.22;47;;;;;;;;;;;
Edaravone;D000077553;89-25-8;Arthritis, Rheumatoid;MESH:D001172;therapeutic;ALOX5|CAT|CXCL2|CXCL8|CYBB|FKBP5|IFNG|IL10|IL1B|IL6|MMP2|MPO|NCF1|PON1|SOD2|TNF|VEGFA;47.28;17;;;;;;;;;;;
tamibarotene;C061133;94497-51-5;Arthritis, Rheumatoid;MESH:D001172;therapeutic;ACAN|BCL2A1|CCL8|CIITA|CTSD|CXCR4|CYBB|FKBP5|FOXP3|IFNG|IGFBP3|IL10|IL1B|IL6|NCF1|PLEK|PTPRC|RUNX1|RUNX2|STAT1|TMPO|TNF|TNFAIP2|TNFRSF14|TNFSF14|VEGFA;43.26;19;;;;;;;;;;;
Indomethacin;D007213;53-86-1;Arthritis, Rheumatoid;MESH:D001172;therapeutic;ABCC2|ABCC3|ABCC5|ACAN|ADIPOQ|ALOX5|ANXA3|ARID5B|B3GNT2|B3GNT9|BCL2A1|BDKRB2|BMP6|CAT|CAV2|CCN2|CD40|CD83|CDK6|COL2A1|CP|CRP|CSF2|CTSD|CXCL2|CXCL8|DDX6|DHFR|ENO1|F2|FKBP5|GART|HSD11B1|IFNG|IGFBP3|IL10|IL18|IL1B|IL1RN|IL6|IL6ST|IRF5|LY96|MARCKS|MGARP|MMP10|MMP2|MPO|NFKBIE|PTGS1|PTGS2|PTK2|RASGRP1|RUNX1|SMS|SOD2|STAT1|STAT4|TFPI2|TLE3|TLR2|TNF|TNFRSF11B|TNFSF14|TXNIP|VEGFA;41.72;46;;;;;;;;;;;
Naproxen;D009288;22204-53-1;Arthritis, Rheumatoid;MESH:D001172;therapeutic;ABCB1|ABCG2|ADIPOQ|CSF2|CXCL2|CXCR4|FASLG|IFNG|IL10|IL1B|IL6|MIF|MMP2|MPO|PTGS1|PTGS2|TNF|VEGFA;41.37;30;;;;;;;;;;;
triptolide;C001899;38748-32-2;Arthritis, Rheumatoid;MESH:D001172;therapeutic;ABCC2|ABCC4|ABCG2|CALD1|CD40|CDK6|CP|CRP|CXCL2|CXCL8|CXCR4|FKBP5|FOXP3|HDAC1|IFNG|IL10|IL18|IL1B|IL6|MMP12|MMP2|MPO|NFKBIE|PTGS2|PTK2|PTPRC|RCAN1|SOD2|STAT1|STS|TNF|TXNIP|TYK2;40.63;25;;;;;;;;;;;
Gold;D006046;7440-57-5;Arthritis, Rheumatoid;MESH:D001172;therapeutic;ABCB1|ABCC2|ATIC|CAT|CD40|CSF2|CXCL2|DDIT4|ENO1|HLA-DRB1|IL10|IL1B|IL6|MTHFR|PTGS2|PTPRC|STAT1|TFPI2|TLR2|TNF|TNFAIP3|TXNDC5|TXNIP;37.78;40;;;;;;;;;;;
Chloroquine;D002738;54-05-7;Arthritis, Rheumatoid;MESH:D001172;therapeutic;ABCB1|ABCC2|ABCG2|CAT|CCN1|CSF2|CTSD|CXCL8|FOXP3|IFNG|IL10|IL18|IL1B|IL6|LCN2|MMP2|PTGS2|RBPJ|RUNX2|SOD2|TNF;37.10;45;;;;;;;;;;;
oxymatrine;C037573;16837-52-8;Arthritis, Rheumatoid;MESH:D001172;therapeutic;ACAN|CAT|CCN2|CXCL2|CXCL8|IFNG|IL10|IL1B|IL6|PTGS2|TNF;35.83;10;;;;;;;;;;;
Hydrocortisone;D006854;50-23-7;Arthritis, Rheumatoid;MESH:D001172;therapeutic;ABCB1|ABCC3|ADIPOQ|CD40|CSF2|CXCL8|FKBP5|HDAC1|HSD11B1|IFNG|IL10|IL1B|IL2RA|IL6|MMP2|PTGS2|TLR2|TNF|VEGFA;32.42;22;;;;;;;;;;;
Thalidomide;D013792;50-35-1;Arthritis, Rheumatoid;MESH:D001172;therapeutic;ABCB1|CAT|CRP|CSF2|CXCL8|FASLG|GATA3|GC|IFNG|IGFBP3|IL10|IL18|IL1B|IL1RN|IL6|IL6ST|LY96|MMP2|MPO|PTGS2|RAB8A|TMPO|TNF|VEGFA;32.39;24;;;;;;;;;;;
thymoquinone;C003466;490-91-5;Arthritis, Rheumatoid;MESH:D001172;therapeutic;CAT|CXCR4|IFNG|IL10|IL1B|IL6|IL6R|MMP2|MPO|PTGS1|SOD2|TLR2|TNF|VEGFA;31.66;17;;;;;;;;;;;
entinostat;C118739;;Arthritis, Rheumatoid;MESH:D001172;therapeutic;ABCC4|ALOX5|ANKRD55|B3GNT9|CAV2|CD40|CD83|CLEC12A|COL2A1|CXCR4|DNASE1L3|FKBP5|GATA3|GPRC5A|GRK6|GSDME|HDAC1|HOXD11|IFNG|IGFBP3|IL2RB|IL6|IL6R|LHX2|MAB21L2|MARCKS|MGARP|MMP2|PON1|POU3F1|PRKCQ|PTGS1|PTGS2|RGMB|SLC25A12|ST6GALNAC5|TFPI2|TNFAIP2|TNFRSF11B|TXNIP|VEGFA;31.15;24;;;;;;;;;;;
Hydroxychloroquine;D006886;118-42-3;Arthritis, Rheumatoid;MESH:D001172;therapeutic;CTLA4|CXCL8|IL10|IL1B|IL23A|IL6|MMP2|PRDM1|RASGRP1|TNF|TRAF6|TXNIP;28.66;24;;;;;;;;;;;
tofacitinib;C479163;;Arthritis, Rheumatoid;MESH:D001172;therapeutic;AHR|CXCL8|IFNG|IL10|IL1B|IL23A|IL6|IL6R|STAT1|TNF|VEGFA;28.18;22;;;;;;;;;;;
valdecoxib;C406224;;Arthritis, Rheumatoid;MESH:D001172;therapeutic;ABCB1|ABCC2|ABCC3|ATIC|CAV2|CP|CTSD|DDIT4|FKBP5|GGH|IFNG|IGFBP3|IL6|IRAK1|PTGS2|RCAN1|SLC25A12|SOD2|TLE3|TNF|VEGFA;27.78;19;;;;;;;;;;;
Famotidine;D015738;76824-35-6;Arthritis, Rheumatoid;MESH:D001172;therapeutic;CAT|CXCL8|IFNG|IL10|IL18|IL1B|IL6|MPO|PTGS1|PTGS2|TNF;26.38;13;;;;;;;;;;;
Minocycline;D008911;10118-90-8;Arthritis, Rheumatoid;MESH:D001172;therapeutic;CXCL8|ENO1|IFNG|IL10|IL1B|IL6|IL6R|MMP2|PTGS1|PTGS2|SOD2|TNF|VEGFA;23.45;22;;;;;;;;;;;
Levamisole;D007978;14769-73-4;Arthritis, Rheumatoid;MESH:D001172;therapeutic;FOXP3|GATA3|IFNG|IL1B|IL23A|IL6|PTGS2|TLR2|TNF;21.91;17;;;;;;;;;;;
Gold Compounds;D017612;;Arthritis, Rheumatoid;MESH:D001172;therapeutic;ACAN|ARID5B|BCL2A1|CD40|CSF2|CTSD|CXCL2|CXCL8|IL1B|IL6|PTGS1|PTGS2|RUNX1|RUNX2|STS|TNF|TNFAIP3;20.73;19;;;;;;;;;;;
Meloxicam;D000077239;71125-38-7;Arthritis, Rheumatoid;MESH:D001172;therapeutic;ABCB1|ABCC4|CAT|HSD11B1|IL1B|IL6|PTGS2|TNF;20.23;12;;;;;;;;;;;
gamisopoonghwanghyul-tang;C500218;;Arthritis, Rheumatoid;MESH:D001172;therapeutic;IL10|IL1B|IL6|TNF;19.56;9;;;;;;;;;;;
Auranofin;D001310;34031-32-8;Arthritis, Rheumatoid;MESH:D001172;therapeutic;HLA-DRB1|IL1B|IL6|IL6ST|IRAK1|PTGS2|TNF;17.77;20;;;;;;;;;;;
Flurbiprofen;D005480;5104-49-4;Arthritis, Rheumatoid;MESH:D001172;therapeutic;ANXA3|IFNG|IL10|IL1B|IL6|PTGS1|PTGS2|TNF;15.46;13;;;;;;;;;;;
Hirudins;D006629;;Arthritis, Rheumatoid;MESH:D001172;therapeutic;F2|IL18|IL1B|MPO;14.75;5;;;;;;;;;;;
Ketoprofen;D007660;22071-15-4;Arthritis, Rheumatoid;MESH:D001172;therapeutic;CXCL8|IL10|IL6|MPO|PTGS2|TNF;14.15;16;;;;;;;;;;;
GW 506033X;C000617853;;Arthritis, Rheumatoid;MESH:D001172;therapeutic;CXCL8|IFNG|IL1B|IL6|TNF;14.08;8;;;;;;;;;;;
Misoprostol;D016595;59122-46-2;Arthritis, Rheumatoid;MESH:D001172;therapeutic;CAT|IL10|IL1B|IL23A|PTGS2|TNF;14.08;10;;;;;;;;;;;
Glucocorticoids;D005938;;Arthritis, Rheumatoid;MESH:D001172;therapeutic;CXCL8|GDF5|HSD11B1|IL10|IL18|IL1B|TNF;14.07;12;;;;;;;;;;;
aceclofenac;C056498;89796-99-6;Arthritis, Rheumatoid;MESH:D001172;therapeutic;ACAN|IL1B|IL6|TNF;13.82;9;;;;;;;;;;;
Aspartame;D001218;22839-47-0;Arthritis, Rheumatoid;MESH:D001172;therapeutic;CAT|F2|HDAC1|IL1B|IL6|TNF|VEGFA;11.71;11;;;;;;;;;;;
Salicylates;D012459;;Arthritis, Rheumatoid;MESH:D001172;therapeutic;AHR|IL1B|PON1|TNF;11.64;10;;;;;;;;;;;
Sulindac;D013467;38194-50-2;Arthritis, Rheumatoid;MESH:D001172;therapeutic;ABCC3|AHR|CDK6|GRK6|IFNG|IL1B|IL6|PTGS1|PTGS2|SOD2|TLR2|TNF;11.04;21;;;;;;;;;;;
Betamethasone;D001623;378-44-9;Arthritis, Rheumatoid;MESH:D001172;therapeutic;BMP4|CXCL8|PTGS2|RCAN1|VEGFA;10.45;8;;;;;;;;;;;
pirprofen;C008924;31793-07-4;Arthritis, Rheumatoid;MESH:D001172;therapeutic;BMP6|CXCL8|IL1B;9.58;7;;;;;;;;;;;
Cyclosporins;D003524;;Arthritis, Rheumatoid;MESH:D001172;therapeutic;ABCB1|ABCG2|IFNG;8.94;5;;;;;;;;;;;
Angiotensin-Converting Enzyme Inhibitors;D000806;;Arthritis, Rheumatoid;MESH:D001172;therapeutic;ABCC4|CCN2|FASLG|HLA-DRB1|MMP2;8.64;8;;;;;;;;;;;
Anti-Inflammatory Agents; Non-Steroidal;D000894;;Arthritis, Rheumatoid;MESH:D001172;therapeutic;IL1B|IL6|PTGS2|TNF;8.44;9;;;;;;;;;;
Methotrexate;D008727;59-05-2;Sjogren's Syndrome;MESH:D012859;therapeutic;FCGR2A|IL12A|PRDM1|STAT4|TNFAIP3|TNIP1;7.33;3;;;;;;;;;;;
Quinacrine;D011796;83-89-6;Arthritis, Rheumatoid;MESH:D001172;therapeutic;ABCB1|FOXP3|PTK2;7.00;5;;;;;;;;;;;
Nabumetone;D000077430;42924-53-8;Arthritis, Rheumatoid;MESH:D001172;therapeutic;PTGS1|PTGS2;6.55;4;;;;;;;;;;;
Prednisone;D011241;53-03-2;Arthritis, Rheumatoid;MESH:D001172;therapeutic;ABCB1|ABCC3|ADIPOQ|IFNG|TNF|VEGFA;6.38;21;;;;;;;;;;;
Tiopronin;D008625;02/02/1953;Arthritis, Rheumatoid;MESH:D001172;therapeutic;SOD2|TNF;6.05;9;;;;;;;;;;;
Etoricoxib;D000077613;202409-33-4;Arthritis, Rheumatoid;MESH:D001172;therapeutic;AHR|PTGS2;5.40;8;;;;;;;;;;;
Mefenamic Acid;D008528;61-68-7;Arthritis, Rheumatoid;MESH:D001172;therapeutic;IL1B|IL6|PON1;5.31;8;;;;;;;;;;;
Phenylbutazone;D010653;50-33-9;Arthritis, Rheumatoid;MESH:D001172;therapeutic;MPO|PTGS2|TNF;5.18;12;;;;;;;;;;;
Chlorambucil;D002699;305-03-3;Arthritis, Rheumatoid;MESH:D001172;therapeutic;ABCB1|ABCC2|DHFR;5.10;4;;;;;;;;;;;
anisodamine;C003922;55869-99-3;Arthritis, Rheumatoid;MESH:D001172;therapeutic;MAB21L2;4.61;2;;;;;;;;;;;
tenidap;C062866;120210-48-2;Arthritis, Rheumatoid;MESH:D001172;therapeutic;ALOX5;4.55;2;;;;;;;;;;;
Pefloxacin;D015366;70458-92-3;Arthritis, Rheumatoid;MESH:D001172;therapeutic;IL6|TNF;4.38;7;;;;;;;;;;;
alclofenac;C084615;22131-79-9;Arthritis, Rheumatoid;MESH:D001172;therapeutic;CRP;4.29;2;;;;;;;;;;;
Hydroxychloroquine;D006886;118-42-3;Sjogren's Syndrome;MESH:D012859;therapeutic;PRDM1;4.27;2;;;;;;;;;;;
rifamycin SV;C023808;6998-60-3;Arthritis, Rheumatoid;MESH:D001172;therapeutic;CRP;4.15;1;;;;;;;;;;;
baricitinib;C000596027;;Arthritis, Rheumatoid;MESH:D001172;therapeutic;STAT1;3.82;2;;;;;;;;;;;
Prednisolone;D011239;50-24-8;Sjogren's Syndrome;MESH:D012859;therapeutic;STAT4;3.81;3;;;;;;;;;;;
benoxaprofen;C011677;;Arthritis, Rheumatoid;MESH:D001172;therapeutic;ALOX5;3.52;3;;;;;;;;;;;
Aurothioglucose;D006051;12192-57-3;Arthritis, Rheumatoid;MESH:D001172;therapeutic;IL1B;2.57;4;;;;;;;;;;;
Fenoprofen;D005279;31879-05-7;Arthritis, Rheumatoid;MESH:D001172;therapeutic;TNF;2.34;10;;;;;;;;;;;
benorilate;C084830;5003-48-5;Arthritis, Rheumatoid;MESH:D001172;therapeutic;;;1;;;;;;;;;;;
bucillamine;C026535;65002-17-7;Arthritis, Rheumatoid;MESH:D001172;therapeutic;;;2;;;;;;;;;;;
Chlormezanone;D002720;80-77-3;Arthritis, Rheumatoid;MESH:D001172;therapeutic;;;1;;;;;;;;;;;
diftalone;C100108;21626-89-1;Arthritis, Rheumatoid;MESH:D001172;therapeutic;;;1;;;;;;;;;;;
fenclofenac;C012970;34645-84-6;Arthritis, Rheumatoid;MESH:D001172;therapeutic;;;1;;;;;;;;;;;
lobenzarit;C015735;;Arthritis, Rheumatoid;MESH:D001172;therapeutic;;;1;;;;;;;;;;;
LY 117018;C025430;63676-25-5;Arthritis, Rheumatoid;MESH:D001172;therapeutic;;;1;;;;;;;;;;;
Methylprednisolone Hemisuccinate;D008776;2921-57-5;Arthritis, Rheumatoid;MESH:D001172;therapeutic;;;1;;;;;;;;;;;
Organogold Compounds;D050607;;Arthritis, Rheumatoid;MESH:D001172;therapeutic;;;1;;;;;;;;;;;
Oxyphenbutazone;D010113;129-20-4;Arthritis, Rheumatoid;MESH:D001172;therapeutic;;;1;;;;;;;;;;;
Prospidium;D011447;23476-83-7;Arthritis, Rheumatoid;MESH:D001172;therapeutic;;;1;;;;;;;;;;;
tenoxicam;C032801;59804-37-4;Arthritis, Rheumatoid;MESH:D001172;therapeutic;;;2;;;;;;;;;;;
Zhengqing Fengtongning;C540317;;Arthritis, Rheumatoid;MESH:D001172;therapeutic;;;1;;;;;;;;;;;
Lithium Carbonate;D016651;554-13-2;Felty Syndrome;MESH:D005258;therapeutic;;;1;;;;;;;;;;;
Cyclophosphamide;D003520;50-18-0;Rheumatoid Vasculitis;MESH:D056653;therapeutic;;;1;;;;;;;;;;;
Anethole Trithione;D000781;532-11-6;Sjogren's Syndrome;MESH:D012859;therapeutic;;;1;;;;;;;;;;;
Bromhexine;D001964;3572-43-8;Sjogren's Syndrome;MESH:D012859;therapeutic;;;1;;;;;;;;;;;
CHOP protocol;C034587;;Sjogren's Syndrome;MESH:D012859;therapeutic;;;1;;;;;;;;;;;
Nandrolone Decanoate;D000077603;360-70-3;Sjogren's Syndrome;MESH:D012859;therapeutic;;;1;;;;;;;;;;;
Nizatidine;D016567;76963-41-2;Sjogren's Syndrome;MESH:D012859;therapeutic;;;1;;;;;;;;;;;
Pilocarpine;D010862;92-13-7;Sjogren's Syndrome;MESH:D012859;therapeutic;;;1;;;;;;;;;;;
Sodium Bicarbonate;D017693;144-55-8;Sjogren's Syndrome;MESH:D012859;therapeutic;;;1;;;;;;;;;;;
Sodium Citrate;D000077559;;Sjogren's Syndrome;MESH:D012859;therapeutic;;;1;;;;;;;;;;;
Adrenal Cortex Hormones;D000305;;Still's Disease, Adult-Onset;MESH:D016706;therapeutic;;;1;;;;;;;;;;;
Aspirin;D001241;50-78-2;Still's Disease, Adult-Onset;MESH:D016706;therapeutic;;;1;;;;;;;;;;;
Methotrexate;D008727;59-05-2;Still's Disease, Adult-Onset;MESH:D016706;therapeutic;;;2;;;;;;;;;;;
Ovalbumin;D010047;9006-59-1;Arthritis, Rheumatoid;MESH:D001172;;AHR|ALOX5|BLK|CAT|CCL8|CCR6|CD2|CD244|CD28|CD40|CD5|CD83|CIITA|CSF2|CTLA4|CXCL8|CXCR4|CYBB|FKBP5|FOXP3|GATA3|HSD11B1|IFNG|IKZF3|IL10|IL18|IL1B|IL1RN|IL23A|IL2RA|IL2RB|IL6|IL6ST|IRAK1|IRF5|IRF8|ITGA6|LCN2|LY96|MIF|MPO|PRDM1|PTGS1|PTGS2|PTPN2|PTPN22|PTPRC|RUNX1|STAT1|STAT4|TAGAP|TLR2|TNF|TNFAIP3|TNFRSF14|TNFSF14|TRAF1|TRAF6|TYK2|VEGFA;151.01;33;;;;;;;;;;;
Tetradecanoylphorbol Acetate;D013755;16561-29-8;Arthritis, Rheumatoid;MESH:D001172;;ABCB1|ABCC2|ABCC3|ABCC4|ABCC5|ACKR3|ADORA2A|AGER|AHR|ALOX5|ANXA3|ATIC|B3GNT2|BCL2A1|BDKRB2|BGN|BLK|BMP4|BMP6|CALD1|CAT|CCL21|CCL8|CCN1|CCN2|CCR6|CD244|CD28|CD3E|CD40|CD5|CD83|CDK6|CIITA|COL2A1|CP|CRP|CSF2|CTLA4|CTSD|CXCL2|CXCL6|CXCL8|CXCR4|CYBB|DDIT4|DNASE1L3|F2|FASLG|FKBP5|FOXP3|GART|GATA3|GGH|GIN1|GPRC5A|GRK6|GSDME|HCLS1|HSD11B1|IFNG|IGFBP3|IKZF3|IL10|IL18|IL1B|IL1RN|IL2RA|IL2RB|IL6|IL6R|IL6ST|IRAK1|IRF5|IRF8|ITGA6|LY96|MARCKS|MIF|MMP12|MMP2|MPO|MTHFR|NCF1|NCF2|NFKBIL1|NR4A3|PLB1|PLEK|PRDM1|PRKCQ|PTGS1|PTGS2|PTK2|PTPN2|PTPRC|PXK|RBPJ|RCAN1|REL|RGMB|RUNX2|SLC25A12|SMS|SOD2|SPRED2|STAT1|STAT4|STS|TAGAP|TLR2|TMPO|TNF|TNFAIP3|TNFRSF11B|TNFSF14|TRAF1|TRAF6|TXNIP|VEGFA;147.61;45;;;;;;;;;;;
Antigens; Bacterial;D000942;;Arthritis, Rheumatoid;MESH:D001172;;AHR|CCL8|CCR6|CD2|CD244|CD28|CD40|CD5|CD83|CIITA|CSF2|CTLA4|CXCL8|CXCR4|CYBB|FKBP5|IKZF3|IL10|IL18|IL1B|IL1RN|IL23A|IL2RA|IL2RB|IL6|IL6ST|IRAK1|IRF5|IRF8|ITGA6|LY96|MIF|PRDM1|PTGS2|PTPN2|PTPN22|PTPRC|RUNX1|STAT1|STAT4|TAGAP|TLR2|TNF|TNFAIP3|TNFRSF14|TNFSF14|TRAF1|TRAF6|TYK2;139.82;30;;;;;;;;;;
