Chemical Name;Chemical ID;CAS RN;Disease Name;Disease ID;Direct Evidence;Inference Network;Inference Score;Reference Count;;;;;;;;;;;;;;
Nicotine;D009538;;Chest Pain;MESH:D002637;marker/mechanism;CRH;3.33;3;;;;;;;;;;;;;;
Gemcitabine;D000093542;;Abdominal Pain;MESH:D015746;marker/mechanism;IFNA2;3.32;2;;;;;;;;;;;;;;
Epoprostenol;D011464;35121-78-9;Pain;MESH:D010146;marker/mechanism;KNG1|TNF;3.31;11;;;;;;;;;;;;;;
Nicardipine;D009529;55985-32-5;Headache;MESH:D006261;marker/mechanism;OXT;3.29;7;;;;;;;;;;;;;;
Nitrates;D009566;;Headache;MESH:D006261;marker/mechanism;OXT;3.29;2;;;;;;;;;;;;;;
Norethindrone;D009640;68-22-4;Headache;MESH:D006261;marker/mechanism;OXT;3.29;3;;;;;;;;;;;;;;
Epirubicin;D015251;56420-45-2;Pain;MESH:D010146;marker/mechanism;AKT1|IL2|NPPA|TNF;3.28;6;;;;;;;;;;;;;;
Uric Acid;D014527;69-93-2;Pain;MESH:D010146;marker/mechanism;AQP1|EDN1|IL1RN|TNF;3.26;7;;;;;;;;;;;;;;
Atropine;D001285;51-55-8;Chest Pain;MESH:D002637;marker/mechanism;CRH;3.25;3;;;;;;;;;;;;;;
Simvastatin;D019821;79902-63-9;Arthralgia;MESH:D018771;marker/mechanism;MVK;3.22;2;;;;;;;;;;;;;;
Terbutaline;D013726;23031-25-6;Pain;MESH:D010146;marker/mechanism;ALB|CRH|TNF;3.22;5;;;;;;;;;;;;;;
Isotretinoin;D015474;4759-48-2;Arthralgia;MESH:D018771;marker/mechanism;MVK;3.21;2;;;;;;;;;;;;;;
Prazosin;D011224;19216-56-9;Headache;MESH:D006261;marker/mechanism;OXT;3.20;2;;;;;;;;;;;;;;
Aminophylline;D000628;317-34-0;Pain;MESH:D010146;marker/mechanism;HRH1;3.20;3;;;;;;;;;;;;;;
Glucose;D005947;50-99-7;Pain, Postoperative;MESH:D010149;marker/mechanism;ABCB1;3.20;2;;;;;;;;;;;;;;
Diclofenac;D004008;15307-86-5;Angina Pectoris;MESH:D000787;marker/mechanism;PLAU;3.19;2;;;;;;;;;;;;;;
Heparin;D006493;9005-49-6;Back Pain;MESH:D001416;marker/mechanism;PLAT;3.19;2;;;;;;;;;;;;;;
Formaldehyde;D005557;50-00-0;Neuropathy, Painful;MESH:C564945;marker/mechanism;THBD;3.19;2;;;;;;;;;;;;;;
quinone;C004532;106-51-4;Pain;MESH:D010146;marker/mechanism;ALB|CSF2|TNF;3.19;5;;;;;;;;;;;;;;
Daunorubicin;D003630;20830-81-3;Back Pain;MESH:D001416;marker/mechanism;PLAT;3.18;3;;;;;;;;;;;;;;
Cytarabine;D003561;147-94-4;Headache;MESH:D006261;marker/mechanism;IL6;3.18;6;;;;;;;;;;;;;;
Lamivudine;D019259;134678-17-4;Pain;MESH:D010146;marker/mechanism;ALB|COMT|EDN1|IFNA2|NPPA|TNF;3.17;9;;;;;;;;;;;;;;
Mifepristone;D015735;84371-65-3;Angina Pectoris;MESH:D000787;marker/mechanism;AVP;3.16;3;;;;;;;;;;;;;;
Estrogens; Conjugated (USP);D004966;;Pain;MESH:D010146;marker/mechanism;IL2|TNF;3.16;4;;;;;;;;;;;;;
Calcium;D002118;7440-70-2;Angina Pectoris;MESH:D000787;marker/mechanism;AVP;3.15;3;;;;;;;;;;;;;;
Phenylephrine;D010656;59-42-7;Angina Pectoris;MESH:D000787;marker/mechanism;AVP;3.15;5;;;;;;;;;;;;;;
Acetylcholine;D000109;51-84-3;Chest Pain;MESH:D002637;marker/mechanism;CRH;3.15;2;;;;;;;;;;;;;;
Epinephrine;D004837;51-43-4;Chest Pain;MESH:D002637;marker/mechanism;CRH;3.14;5;;;;;;;;;;;;;;
cinnamaldehyde;C012843;;Pain;MESH:D010146;marker/mechanism;ADM|AKT1|ALB|TNF|TRPA1|TRPV1;3.14;18;;;;;;;;;;;;;;
Clozapine;D003024;5786-21-0;Chest Pain;MESH:D002637;marker/mechanism;CRH;3.13;10;;;;;;;;;;;;;;
Vancomycin;D014640;1404-90-6;Low Back Pain;MESH:D017116;marker/mechanism;SPARC;3.13;2;;;;;;;;;;;;;;
Methylprednisolone;D008775;83-43-2;Angina, Unstable;MESH:D000789;marker/mechanism;CXCL8;3.12;2;;;;;;;;;;;;;;
Propranolol;D011433;525-66-6;Chest Pain;MESH:D002637;marker/mechanism;CRH;3.12;2;;;;;;;;;;;;;;
Vincristine;D014750;;Pain;MESH:D010146;marker/mechanism;ABCB1A|AKT1|AVP|BDKRB1|BDKRB2|CSF2|IL2|PNOC|TNF;3.12;22;;;;;;;;;;;;;;
Creatine;D003401;57-00-1;Pain;MESH:D010146;marker/mechanism;CSF3;3.11;4;;;;;;;;;;;;;;
Norethindrone Acetate;D000077563;38673-38-0;Pain;MESH:D010146;marker/mechanism;ADM;3.11;2;;;;;;;;;;;;;;
urovision;C027278;08/12/8064;Pain;MESH:D010146;marker/mechanism;EDN1;3.11;3;;;;;;;;;;;;;;
Methotrexate;D008727;59-05-2;Back Pain;MESH:D001416;marker/mechanism;PLAT;3.09;2;;;;;;;;;;;;;;
Dactinomycin;D003609;50-76-0;Chest Pain;MESH:D002637;marker/mechanism;CRH;3.09;2;;;;;;;;;;;;;;
Adrenal Cortex Hormones;D000305;;Neuralgia;MESH:D009437;marker/mechanism;IL12B;3.09;2;;;;;;;;;;;;;;
Cyclophosphamide;D003520;50-18-0;Angina Pectoris;MESH:D000787;marker/mechanism;PLAU;3.08;2;;;;;;;;;;;;;;
Lidocaine;D008012;137-58-6;Chest Pain;MESH:D002637;marker/mechanism;CRH;3.08;2;;;;;;;;;;;;;;
BEP protocol;C038328;;Angina Pectoris;MESH:D000787;marker/mechanism;PLAU;3.05;2;;;;;;;;;;;;;;
Phenytoin;D010672;57-41-0;Headache;MESH:D006261;marker/mechanism;IL6;3.04;4;;;;;;;;;;;;;;
Fluoxetine;D005473;54910-89-3;Headache;MESH:D006261;marker/mechanism;IL6|OXT;3.02;6;;;;;;;;;;;;;;
Paclitaxel;D017239;;Arthralgia;MESH:D018771;marker/mechanism;CSF3;3.01;29;;;;;;;;;;;;;;
Theophylline;D013806;58-55-9;Headache;MESH:D006261;marker/mechanism;CSF3|IL6;3.01;4;;;;;;;;;;;;;;
iopromide;C038192;;Pain;MESH:D010146;marker/mechanism;EDN1;3.01;3;;;;;;;;;;;;;;
Azathioprine;D001379;446-86-6;Arthralgia;MESH:D018771;marker/mechanism;CSF3;3.00;6;;;;;;;;;;;;;;
Simvastatin;D019821;79902-63-9;Headache;MESH:D006261;marker/mechanism;IL6;3.00;2;;;;;;;;;;;;;;
Acetic Acid;D019342;64-19-7;Pain;MESH:D010146;marker/mechanism;AKT1|HGF|NPPA|TNF;3.00;50;;;;;;;;;;;;;;
Thimerosal;D013849;54-64-8;Pain;MESH:D010146;marker/mechanism;ADM|AKT1|ALB|GRIN1|PDYN|POMC|TNF;3.00;12;;;;;;;;;;;;;;
Tenofovir;D000068698;;Pain;MESH:D010146;marker/mechanism;EDN1|TNF;2.98;5;;;;;;;;;;;;;;
Sulfisoxazole;D013444;127-69-5;Pain;MESH:D010146;marker/mechanism;ALB;2.97;2;;;;;;;;;;;;;;
Tetracycline;D013752;60-54-8;Neuralgia;MESH:D009437;marker/mechanism;CACNA2D1|CYP17A1;2.96;6;;;;;;;;;;;;;;
Etoposide;D005047;33419-42-0;Angina Pectoris;MESH:D000787;marker/mechanism;PLAU;2.94;3;;;;;;;;;;;;;;
Propofol;D015742;2078-54-8;Headache;MESH:D006261;marker/mechanism;GNRH1|IL6;2.94;4;;;;;;;;;;;;;;
Ribavirin;D012254;36791-04-5;Headache;MESH:D006261;marker/mechanism;IFNA2|IL6;2.94;2;;;;;;;;;;;;;;
Zalcitabine;D016047;7481-89-2;Pain;MESH:D010146;marker/mechanism;AKT1|ALB;2.94;3;;;;;;;;;;;;;;
Tacrolimus;D016559;109581-93-3;Pain, Intractable;MESH:D010148;marker/mechanism;CXCL8;2.94;4;;;;;;;;;;;;;;
Carrageenan;D002351;01/07/9000;Pain;MESH:D010146;marker/mechanism;AKT1|TNF;2.93;12;;;;;;;;;;;;;;
Buspirone;D002065;36505-84-7;Headache;MESH:D006261;marker/mechanism;IL6;2.92;4;;;;;;;;;;;;;;
Sulindac;D013467;38194-50-2;Headache;MESH:D006261;marker/mechanism;IL6;2.92;5;;;;;;;;;;;;;;
Menthol;D008610;1490-04-6;Pain;MESH:D010146;marker/mechanism;AKT1|CNR1|IL2|TAC1|TNF|TRPA1|TRPV1;2.92;17;;;;;;;;;;;;;;
Bleomycin;D001761;11056-06-7;Angina Pectoris;MESH:D000787;marker/mechanism;PLAU;2.91;2;;;;;;;;;;;;;;
Vinblastine;D014747;865-21-4;Angina Pectoris;MESH:D000787;marker/mechanism;PLAU;2.91;2;;;;;;;;;;;;;;
Warfarin;D014859;81-81-2;Pain;MESH:D010146;marker/mechanism;ABCB1A|AKT1|ALB|IL2|TNF;2.91;8;;;;;;;;;;;;;;
Melatonin;D008550;73-31-4;Headache;MESH:D006261;marker/mechanism;GNRH1|IL6;2.89;4;;;;;;;;;;;;;;
Bortezomib;D000069286;;Neuralgia;MESH:D009437;marker/mechanism;AGER|CXCR4|TNF;2.89;5;;;;;;;;;;;;;;
Dipyridamole;D004176;58-32-2;Pain;MESH:D010146;marker/mechanism;IL2|NPPB|TNF;2.89;6;;;;;;;;;;;;;;
Zidovudine;D015215;30516-87-1;Headache;MESH:D006261;marker/mechanism;IL6;2.85;7;;;;;;;;;;;;;;
Tacrolimus;D016559;109581-93-3;Headache;MESH:D006261;marker/mechanism;IL6;2.83;9;;;;;;;;;;;;;;
Mitomycin;D016685;50-07-7;Pain;MESH:D010146;marker/mechanism;AKT1|GCH1|IL2;2.83;6;;;;;;;;;;;;;;
afuresertib;C000593263;;Pain;MESH:D010146;marker/mechanism;AKT1|TNF;2.81;4;;;;;;;;;;;;;;
Dinoprost;D015237;551-11-1;Pain;MESH:D010146;marker/mechanism;EDN1|OXT|TNF;2.80;7;;;;;;;;;;;;;;
Capsaicin;D002211;404-86-4;Headache;MESH:D006261;marker/mechanism;IL6;2.79;2;;;;;;;;;;;;;;
Isosorbide Dinitrate;D007548;87-33-2;Pain;MESH:D010146;marker/mechanism;EDN1;2.79;3;;;;;;;;;;;;;;
Disulfiram;D004221;97-77-8;Pain;MESH:D010146;marker/mechanism;ADM|HOXD1|NPPB|POMC|TNF|TRH;2.76;10;;;;;;;;;;;;;;
Lithium;D008094;7439-93-2;Headache;MESH:D006261;marker/mechanism;IL6|OXT;2.74;6;;;;;;;;;;;;;;
Tacrolimus;D016559;109581-93-3;Neuralgia;MESH:D009437;marker/mechanism;IL12B|TNF;2.74;5;;;;;;;;;;;;;;
Levonorgestrel;D016912;797-63-7;Pain;MESH:D010146;marker/mechanism;HTR7|TNF;2.71;4;;;;;;;;;;;;;;
Plant Preparations;D028321;;Headache;MESH:D006261;marker/mechanism;IL6|OXT;2.70;3;;;;;;;;;;;;;;
Nitric Oxide;D009569;10102-43-9;Headache;MESH:D006261;marker/mechanism;IL6|OXT;2.69;6;;;;;;;;;;;;;;
Carmustine;D002330;154-93-8;Headache;MESH:D006261;marker/mechanism;IL6;2.67;2;;;;;;;;;;;;;;
Celecoxib;D000068579;;Headache;MESH:D006261;marker/mechanism;IL6;2.67;2;;;;;;;;;;;;;;
Ranitidine;D011899;66357-35-5;Headache;MESH:D006261;marker/mechanism;CSF3|IL6;2.67;8;;;;;;;;;;;;;;
Rifampin;D012293;13292-46-1;Headache;MESH:D006261;marker/mechanism;IL6;2.67;2;;;;;;;;;;;;;;
Fluorescein;D019793;;Pain;MESH:D010146;marker/mechanism;ALB;2.67;2;;;;;;;;;;;;;;
Pentamidine;D010419;100-33-4;Pain;MESH:D010146;marker/mechanism;IL2;2.66;3;;;;;;;;;;;;;;
aceclofenac;C056498;89796-99-6;Headache;MESH:D006261;marker/mechanism;IL6;2.65;2;;;;;;;;;;;;;;
Aripiprazole;D000068180;;Headache;MESH:D006261;marker/mechanism;CSF3|IL6;2.65;5;;;;;;;;;;;;;;
Verapamil;D014700;52-53-9;Headache;MESH:D006261;marker/mechanism;IL6|OXT;2.64;4;;;;;;;;;;;;;;
Chloroquine;D002738;54-05-7;Pain;MESH:D010146;marker/mechanism;ABCB1A|AKT1|AVP|CSF2|IL2|POMC|TNF;2.64;12;;;;;;;;;;;;;;
Adenosine Triphosphate;D000255;56-65-5;Headache;MESH:D006261;marker/mechanism;IL6|OXT;2.63;3;;;;;;;;;;;;;;
Beclomethasone;D001507;4419-39-0;Headache;MESH:D006261;marker/mechanism;IL6;2.63;2;;;;;;;;;;;;;;
Iron-Dextran Complex;D007505;9004-66-4;Pain;MESH:D010146;marker/mechanism;AKT1|TNF;2.63;4;;;;;;;;;;;;;;
Rosuvastatin Calcium;D000068718;;Pain;MESH:D010146;marker/mechanism;AKT1|TNF;2.63;4;;;;;;;;;;;;;;
Carticaine;D002355;23964-58-1;Headache;MESH:D006261;marker/mechanism;IL6;2.61;2;;;;;;;;;;;;;;
Tretinoin;D014212;302-79-4;Angina, Unstable;MESH:D000789;marker/mechanism;CXCL8|PAPPA|PLAU;2.59;4;;;;;;;;;;;;;;
Dinoprostone;D015232;363-24-6;Headache;MESH:D006261;marker/mechanism;GNRH1|IL6|OXT;2.57;4;;;;;;;;;;;;;;
Furosemide;D005665;54-31-9;Headache;MESH:D006261;marker/mechanism;CSF3|IL6;2.56;3;;;;;;;;;;;;;;
Granisetron;D017829;;Headache;MESH:D006261;marker/mechanism;IL6;2.56;12;;;;;;;;;;;;;;
Tetracycline;D013752;60-54-8;Pain, Postoperative;MESH:D010149;marker/mechanism;ABCB1;2.55;2;;;;;;;;;;;;;;
Omeprazole;D009853;73590-58-6;Headache;MESH:D006261;marker/mechanism;IL6;2.54;6;;;;;;;;;;;;;;
Lansoprazole;D064747;;Pain;MESH:D010146;marker/mechanism;POMC|TNF;2.54;6;;;;;;;;;;;;;;
Aminosalicylic Acids;D000636;;Pain;MESH:D010146;marker/mechanism;TNF;2.53;3;;;;;;;;;;;;;;
Etomidate;D005045;33125-97-2;Pain;MESH:D010146;marker/mechanism;ALB;2.53;20;;;;;;;;;;;;;;
Amphotericin B;D000666;1397-89-3;Headache;MESH:D006261;marker/mechanism;IL6;2.52;4;;;;;;;;;;;;;;
Prilocaine;D011318;721-50-6;Headache;MESH:D006261;marker/mechanism;IL6;2.52;2;;;;;;;;;;;;;;
Indinavir;D019469;150378-17-9;Pain;MESH:D010146;marker/mechanism;NPPA|TNF;2.51;4;;;;;;;;;;;;;;
Propylene Glycol;D019946;57-55-6;Pain;MESH:D010146;marker/mechanism;ALB;2.51;4;;;;;;;;;;;;;;
Calcium;D002118;7440-70-2;Pain, Postoperative;MESH:D010149;marker/mechanism;ABCB1;2.50;2;;;;;;;;;;;;;;
Bortezomib;D000069286;;Pain;MESH:D010146;marker/mechanism;ABCB1A|ADM|AKT1|IFNA2|IL2|TNF;2.49;14;;;;;;;;;;;;;;
Furosemide;D005665;54-31-9;Pain;MESH:D010146;marker/mechanism;AKT1|ALB|CSF3|NPPA|TNF;2.48;9;;;;;;;;;;;;;;
Vincristine;D014750;;Neuralgia;MESH:D009437;marker/mechanism;HMGB1|TNF;2.47;13;;;;;;;;;;;;;;
Cocaine;D003042;50-36-2;Angina, Unstable;MESH:D000789;marker/mechanism;CXCL8;2.44;2;;;;;;;;;;;;;;
dienogest;C023635;;Headache;MESH:D006261;marker/mechanism;IL6;2.44;3;;;;;;;;;;;;;;
Zidovudine;D015215;30516-87-1;Pain;MESH:D010146;marker/mechanism;AKT1|ALB|COMT|CSF2|EDN1|IL2|NPPA|SLC9A1|TNF;2.44;13;;;;;;;;;;;;;;
ON 01910;C507134;;Pain;MESH:D010146;marker/mechanism;AKT1|ALB;2.43;3;;;;;;;;;;;;;;
mephedrone;C548233;;Headache;MESH:D006261;marker/mechanism;IL6;2.41;2;;;;;;;;;;;;;;
Stavudine;D018119;3056-17-5;Neuralgia;MESH:D009437;marker/mechanism;TNF;2.41;2;;;;;;;;;;;;;;
Vinorelbine;D000077235;71486-22-1;Neuralgia;MESH:D009437;marker/mechanism;TNF;2.40;2;;;;;;;;;;;;;;
Folfox protocol;C410216;;Pain;MESH:D010146;marker/mechanism;AKT1;2.40;2;;;;;;;;;;;;;;
Iloprost;D016285;78919-13-8;Headache;MESH:D006261;marker/mechanism;IL6;2.39;2;;;;;;;;;;;;;;
Gemcitabine;D000093542;;Headache;MESH:D006261;marker/mechanism;CSF3|IFNA2|IL6;2.38;6;;;;;;;;;;;;;;
Trimethoprim;D014295;738-70-5;Headache;MESH:D006261;marker/mechanism;IL6;2.38;2;;;;;;;;;;;;;;
Carboplatin;D016190;41575-94-4;Pain;MESH:D010146;marker/mechanism;AKT1|TNF;2.38;4;;;;;;;;;;;;;;
Chloroquine;D002738;54-05-7;Headache;MESH:D006261;marker/mechanism;IL6;2.37;3;;;;;;;;;;;;;;
peginterferon alfa-2a;C100416;;Headache;MESH:D006261;marker/mechanism;IL6;2.37;2;;;;;;;;;;;;;;
Phenylephrine;D010656;59-42-7;Headache;MESH:D006261;marker/mechanism;GNRH1|IL6|OXT;2.37;4;;;;;;;;;;;;;;
Diflunisal;D004061;22494-42-4;Headache;MESH:D006261;marker/mechanism;IL6;2.36;2;;;;;;;;;;;;;;
Prednisolone;D011239;50-24-8;Headache;MESH:D006261;marker/mechanism;IL6;2.36;2;;;;;;;;;;;;;;
fosbretabulin;C058728;;Pain;MESH:D010146;marker/mechanism;AKT1;2.36;2;;;;;;;;;;;;;;
Heparin;D006493;9005-49-6;Pain;MESH:D010146;marker/mechanism;AKT1|CSF3|EDN1|HGF|TNF;2.35;11;;;;;;;;;;;;;;
Tropisetron;D000077526;89565-68-4;Headache;MESH:D006261;marker/mechanism;IL6;2.34;4;;;;;;;;;;;;;;
Doxorubicin;D004317;23214-92-8;Neuralgia;MESH:D009437;marker/mechanism;CXCR4|GAL|GFRA1|HMGB1|IL12B|MIR135B|PRKG1|SCN9A|TAC1|TNF;2.34;8;;;;;;;;;;;;;;
Cyclosporine;D016572;59865-13-3;Pain, Intractable;MESH:D010148;marker/mechanism;CXCL8;2.33;3;;;;;;;;;;;;;;
Fluorouracil;D005472;51-21-8;Pain;MESH:D010146;marker/mechanism;ADM|AKT1|ALB|BDKRB2|CSF2|EDN1|HGF|HOXD1|HTR7|IFNA2|IL1RN|KNG1|NPPA|NRG1|NTSR1|TNF;2.32;25;;;;;;;;;;;;;;
Roflumilast;C424423;;Headache;MESH:D006261;marker/mechanism;IL6;2.31;2;;;;;;;;;;;;;;
Diatrizoate;D003973;117-96-4;Pain;MESH:D010146;marker/mechanism;AKT1;2.31;5;;;;;;;;;;;;;;
Alitretinoin;D000077556;08/03/5300;Headache;MESH:D006261;marker/mechanism;IL6;2.30;2;;;;;;;;;;;;;;
Mexiletine;D008801;31828-71-4;Headache;MESH:D006261;marker/mechanism;IL6;2.30;3;;;;;;;;;;;;;;
gadodiamide;C064925;;Pain;MESH:D010146;marker/mechanism;AKT1;2.30;2;;;;;;;;;;;;;;
Olmesartan Medoxomil;D000068557;;Headache;MESH:D006261;marker/mechanism;IL6;2.29;2;;;;;;;;;;;;;;
Fluvastatin;D000077340;93957-54-1;Pain;MESH:D010146;marker/mechanism;AKT1;2.29;2;;;;;;;;;;;;;;
Phentermine;D010645;122-09-8;Headache;MESH:D006261;marker/mechanism;IL6;2.27;2;;;;;;;;;;;;;;
Colchicine;D003078;64-86-8;Headache;MESH:D006261;marker/mechanism;IL6;2.26;2;;;;;;;;;;;;;;
Toluene;D014050;108-88-3;Pain;MESH:D010146;marker/mechanism;ABCB1A|ADM|ALB|CRH|DISC1|GRIN1|IL2|PLCB1|POMC|TAC1|TNF;2.26;16;;;;;;;;;;;;;;
Petroleum;D010578;;Headache;MESH:D006261;marker/mechanism;IL6;2.25;4;;;;;;;;;;;;;;
Pilocarpine;D010862;92-13-7;Headache;MESH:D006261;marker/mechanism;IL6;2.25;2;;;;;;;;;;;;;;
Sulfasalazine;D012460;599-79-1;Headache;MESH:D006261;marker/mechanism;IL6;2.25;3;;;;;;;;;;;;;;
Clioquinol;D007464;130-26-7;Pain;MESH:D010146;marker/mechanism;AKT1;2.25;2;;;;;;;;;;;;;;
Methylprednisolone;D008775;83-43-2;Headache;MESH:D006261;marker/mechanism;IL6;2.24;5;;;;;;;;;;;;;;
Pravastatin;D017035;81093-37-0;Headache;MESH:D006261;marker/mechanism;IL6;2.24;2;;;;;;;;;;;;;;
Dexamethasone;D003907;50-02-2;Neuralgia;MESH:D009437;marker/mechanism;CACNA2D1|CXCR4|CYP17A1|GFRA1|HMGB1|IL12B|PRKG1|SCN9A|TAC1|TNF;2.24;12;;;;;;;;;;;;;;
Deferoxamine;D003676;70-51-9;Headache;MESH:D006261;marker/mechanism;IL6;2.23;2;;;;;;;;;;;;;;
Leuprolide;D016729;53714-56-0;Headache;MESH:D006261;marker/mechanism;IL6;2.23;2;;;;;;;;;;;;;;
bicalutamide;C053541;;Pain;MESH:D010146;marker/mechanism;AKT1|TNF;2.23;6;;;;;;;;;;;;;;
Metronidazole;D008795;443-48-1;Pain;MESH:D010146;marker/mechanism;ABCB1A|ALB|CSF2|TNF;2.23;6;;;;;;;;;;;;;;
Lovastatin;D008148;75330-75-5;Headache;MESH:D006261;marker/mechanism;IL6;2.19;2;;;;;;;;;;;;;;
Cyclosporine;D016572;59865-13-3;Neuralgia;MESH:D009437;marker/mechanism;CACNA2D1|CYP17A1|GAL|GFRA1|GRK1|HMGB1|HTR2C|IL12B|NTRK1|PRKG1|SCN9A|TAC1|TNF;2.19;12;;;;;;;;;;;;;;
protoporphyrin IX;C028025;553-12-8;Pain;MESH:D010146;marker/mechanism;TNF;2.19;3;;;;;;;;;;;;;;
Daunorubicin;D003630;20830-81-3;Headache;MESH:D006261;marker/mechanism;IL6;2.18;2;;;;;;;;;;;;;;
Isotretinoin;D015474;4759-48-2;Pain;MESH:D010146;marker/mechanism;ALB|CSF2|HGF|HTR1A|IFNA2|IL2|TNF;2.18;11;;;;;;;;;;;;;;
Bezafibrate;D001629;41859-67-0;Headache;MESH:D006261;marker/mechanism;IL6;2.17;3;;;;;;;;;;;;;;
Dexmedetomidine;D020927;113775-47-6;Headache;MESH:D006261;marker/mechanism;IL6;2.17;2;;;;;;;;;;;;;;
Deferoxamine;D003676;70-51-9;Pain;MESH:D010146;marker/mechanism;ADM|AKT1|CSF2|EDN1|TNF;2.17;8;;;;;;;;;;;;;;
Penicillamine;D010396;52-67-5;Pain;MESH:D010146;marker/mechanism;ALB|CSF2|TNF;2.17;5;;;;;;;;;;;;;;
Cilostazol;D000077407;73963-72-1;Headache;MESH:D006261;marker/mechanism;IL6;2.16;5;;;;;;;;;;;;;;
Isoniazid;D007538;54-85-3;Headache;MESH:D006261;marker/mechanism;IL6;2.16;3;;;;;;;;;;;;;;
zafirlukast;C062735;107753-78-6;Headache;MESH:D006261;marker/mechanism;IL6;2.16;3;;;;;;;;;;;;;;
Pravastatin;D017035;81093-37-0;Pain;MESH:D010146;marker/mechanism;AKT1|EDN1|TNF;2.16;9;;;;;;;;;;;;;;
Carboplatin;D016190;41575-94-4;Headache;MESH:D006261;marker/mechanism;IL6;2.15;5;;;;;;;;;;;;;;
Epinephrine;D004837;51-43-4;Headache;MESH:D006261;marker/mechanism;IL6;2.15;7;;;;;;;;;;;;;;
Isoflurane;D007530;26675-46-7;Headache;MESH:D006261;marker/mechanism;IL6;2.15;2;;;;;;;;;;;;;;
Lovastatin;D008148;75330-75-5;Pain;MESH:D010146;marker/mechanism;AKT1|NPPA|TNF;2.15;7;;;;;;;;;;;;;;
Paclitaxel;D017239;;Pain;MESH:D010146;marker/mechanism;ABCB1A|AKT1|CACNA2D1|CSF3|IL1RN|OXT|SLC9A1|TAC1|TNF;2.15;24;;;;;;;;;;;;;;
Enalapril;D004656;75847-73-3;Headache;MESH:D006261;marker/mechanism;IL6;2.14;3;;;;;;;;;;;;;;
Olanzapine;D000077152;;Headache;MESH:D006261;marker/mechanism;IL6;2.14;2;;;;;;;;;;;;;;
Ampicillin;D000667;69-53-4;Headache;MESH:D006261;marker/mechanism;IL6;2.13;2;;;;;;;;;;;;;;
Losartan;D019808;114798-26-4;Headache;MESH:D006261;marker/mechanism;IL6;2.13;3;;;;;;;;;;;;;;
Medroxyprogesterone Acetate;D017258;71-58-9;Pain;MESH:D010146;marker/mechanism;BDKRB1|CNR1|HTR1A|IL2|PENK|TNF;2.13;9;;;;;;;;;;;;;;
Thalidomide;D013792;50-35-1;Pain;MESH:D010146;marker/mechanism;AKT1|BDKRB1|CSF2|CSF3|HGF|IL1RN|IL2|NPPB|TNF;2.13;12;;;;;;;;;;;;;;
Mirtazapine;D000078785;;Headache;MESH:D006261;marker/mechanism;IL6;2.12;2;;;;;;;;;;;;;;
Nortriptyline;D009661;72-69-5;Headache;MESH:D006261;marker/mechanism;IL6;2.12;2;;;;;;;;;;;;;;
Melphalan;D008558;148-82-3;Pain;MESH:D010146;marker/mechanism;EDN1|HGF|HOXD1|NPPB|TNF;2.12;9;;;;;;;;;;;;;;
Ciprofloxacin;D002939;85721-33-1;Headache;MESH:D006261;marker/mechanism;IL6;2.11;6;;;;;;;;;;;;;;
Minocycline;D008911;10118-90-8;Headache;MESH:D006261;marker/mechanism;IL6;2.11;13;;;;;;;;;;;;;;
alpha-Tocopherol;D024502;59-02-9;Headache;MESH:D006261;marker/mechanism;IL6;2.10;2;;;;;;;;;;;;;;
Glycyrrhizic Acid;D019695;1405-86-3;Headache;MESH:D006261;marker/mechanism;IL6;2.10;2;;;;;;;;;;;;;;
Apomorphine;D001058;58-00-4;Headache;MESH:D006261;marker/mechanism;IL6;2.09;2;;;;;;;;;;;;;;
Danazol;D003613;17230-88-5;Headache;MESH:D006261;marker/mechanism;IL6;2.09;3;;;;;;;;;;;;;;
Dextroamphetamine;D003913;51-64-9;Headache;MESH:D006261;marker/mechanism;IL6;2.09;2;;;;;;;;;;;;;;
Ethambutol;D004977;74-55-5;Headache;MESH:D006261;marker/mechanism;IL6;2.09;2;;;;;;;;;;;;;;
Levamisole;D007978;14769-73-4;Headache;MESH:D006261;marker/mechanism;IL6;2.09;4;;;;;;;;;;;;;;
Methylphenidate;D008774;113-45-1;Headache;MESH:D006261;marker/mechanism;IL6;2.09;6;;;;;;;;;;;;;;
Ezetimibe;D000069438;;Pain;MESH:D010146;marker/mechanism;TNF;2.09;3;;;;;;;;;;;;;;
Fenofibrate;D011345;49562-28-9;Pain;MESH:D010146;marker/mechanism;ALB|CSF2|EDN1|NPPA|NPPB|TNF;2.09;9;;;;;;;;;;;;;;
Carvedilol;D000077261;72956-09-3;Headache;MESH:D006261;marker/mechanism;IL6;2.08;2;;;;;;;;;;;;;;
Mefenamic Acid;D008528;61-68-7;Headache;MESH:D006261;marker/mechanism;IL6;2.08;2;;;;;;;;;;;;;;
Nafcillin;D009254;147-52-4;Pain;MESH:D010146;marker/mechanism;TNF;2.08;3;;;;;;;;;;;;;;
peginterferon alfa-2a;C100416;;Pain;MESH:D010146;marker/mechanism;TNF;2.08;3;;;;;;;;;;;;;;
Quinine;D011803;130-95-0;Headache;MESH:D006261;marker/mechanism;IL6;2.07;2;;;;;;;;;;;;;;
Bezafibrate;D001629;41859-67-0;Pain;MESH:D010146;marker/mechanism;AKT1|EDN1|POMC|TNF;2.07;9;;;;;;;;;;;;;;
Dextromethorphan;D003915;125-71-3;Headache;MESH:D006261;marker/mechanism;IL6;2.06;2;;;;;;;;;;;;;;
